time_period,location,disease_cases,population,tp,t2m_c
2016-03,uHEl9oRZm8L,,152517,8.808919497272605,2.715536248084104
2016-04,uHEl9oRZm8L,,152517,5.719030630361389,6.653693462417229
2016-05,uHEl9oRZm8L,,152517,13.050806381168409,8.714317222437396
2016-06,uHEl9oRZm8L,,152517,20.12451942247097,12.137574041919535
2016-07,uHEl9oRZm8L,,152517,31.126185421624434,12.79452566766482
2016-08,uHEl9oRZm8L,,152517,10.697876675253784,13.209849603253858
2016-09,uHEl9oRZm8L,,152517,20.157799857408808,11.879448123113876
2016-10,uHEl9oRZm8L,,152517,5.32181354252021,8.59549483000374
2016-11,uHEl9oRZm8L,,152517,2.6604771339057063,3.5817274739118354
2016-12,uHEl9oRZm8L,,152517,2.7554950259273188,2.3955672100752694
2017-01,uHEl9oRZm8L,,152517,6.342631942692669,-2.5429021414391872
2017-02,uHEl9oRZm8L,,152517,9.156724475840916,-0.1184128213653198
2017-03,uHEl9oRZm8L,,152517,12.560738269416532,1.1093861163455858
2017-04,uHEl9oRZm8L,,152517,10.839302469455282,5.853497848009755
2017-05,uHEl9oRZm8L,,152517,11.6940939233849,8.383381898546249
2017-06,uHEl9oRZm8L,,152517,16.52441430836013,12.048773658421224
2017-07,uHEl9oRZm8L,,152517,23.05055814211014,12.979730118251204
2017-08,uHEl9oRZm8L,,152517,25.43646430945011,13.136947458674053
2017-09,uHEl9oRZm8L,,152517,13.902410349563905,12.07059230764776
2017-10,uHEl9oRZm8L,,152517,7.065486031982286,8.468950749783387
2017-11,uHEl9oRZm8L,,152517,3.73855161244858,3.015489716676455
2017-12,uHEl9oRZm8L,,152517,3.855459185755111,2.129526868706244
2018-01,uHEl9oRZm8L,,152517,3.957281418776997,-0.7208342974767525
2018-02,uHEl9oRZm8L,,152517,10.377419381633194,0.232477543750746
2018-03,uHEl9oRZm8L,,152517,10.658949953472876,1.778022218266017
2018-04,uHEl9oRZm8L,,152517,11.20406019174458,5.38638154086588
2018-05,uHEl9oRZm8L,,152517,14.364771765142988,8.443372888465042
2018-06,uHEl9oRZm8L,,152517,22.592887427237464,12.240220530690438
2018-07,uHEl9oRZm8L,,152517,27.326958018272144,13.277779935694593
2018-08,uHEl9oRZm8L,,152517,22.099487407174312,13.152536760090472
2018-09,uHEl9oRZm8L,,152517,15.624495443313466,11.679779430954053
2018-10,uHEl9oRZm8L,,152517,9.805355209595254,5.118964363401073
2018-11,uHEl9oRZm8L,,152517,6.502562049128148,2.052347518118799
2018-12,uHEl9oRZm8L,,152517,3.94430167431635,-1.437171007126876
2019-01,uHEl9oRZm8L,,152517,5.472971880069169,-3.585905315344592
2019-02,uHEl9oRZm8L,,152517,12.420252270493544,-1.657381658494688
2019-03,uHEl9oRZm8L,,152517,10.310884957082903,0.8549750954265122
2019-04,uHEl9oRZm8L,,152517,6.909186489227397,4.904486422481423
2019-05,uHEl9oRZm8L,,152517,13.932583797552146,8.443083531166502
2019-06,uHEl9oRZm8L,,152517,20.477348565328786,12.102031342913188
2019-07,uHEl9oRZm8L,,152517,30.08758125480624,12.90564628820094
2019-08,uHEl9oRZm8L,,152517,12.831313131298742,13.337106746359716
2019-09,uHEl9oRZm8L,,152517,17.506275400584737,11.813484330495962
2019-10,uHEl9oRZm8L,,152517,6.3548166490271925,7.855153890487361
2019-11,uHEl9oRZm8L,,152517,6.522766272845676,4.119835179235926
2019-12,uHEl9oRZm8L,,152517,5.637384184471807,-1.9515791894816048
2020-01,uHEl9oRZm8L,,152517,10.268079946502304,-3.594731332465244
2020-02,uHEl9oRZm8L,,152517,6.311068826391631,-2.08226446093049
2020-03,uHEl9oRZm8L,,152517,10.75393222081258,0.702316388510778
2020-04,uHEl9oRZm8L,,152517,9.037577082890802,4.043503434890098
2020-05,uHEl9oRZm8L,,152517,15.3809848044667,7.843626463593986
2020-06,uHEl9oRZm8L,,152517,19.677587934588093,11.709045603552834
2020-07,uHEl9oRZm8L,,152517,33.88959937418644,12.72074359669086
2020-08,uHEl9oRZm8L,,152517,15.44545499181998,13.362405275841471
2020-09,uHEl9oRZm8L,,152517,26.53732478465849,12.023572655770202
2020-10,uHEl9oRZm8L,,152517,2.0654473551700407,9.564882208589715
2020-11,uHEl9oRZm8L,,152517,4.764284408734127,2.5906971163342227
